"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","scenario","rep","n","d","K_true"
"Rossi path BIC",4,103.928975220122,NA,NA,NA,0.944170610782986,90727.8001141288,89657.0065808064,TRUE,2,33,37,0.96969696969697,0.0746268656716418,0.864864864864865,0.914285714285714,0.9,0.0194444444444444,0.837209302325581,0.867469879518072,7.25276197436576e-05,1.42366999619597,0.0761118436666049,35.8045856414933,46,-181137.843485424,-180926.005656869,"paperlike_sparse_active",1,1000,100,4
"Rossi path BIC + refit",4,103.928975220122,NA,NA,NA,0.934156976191311,90797.9627874389,NA,TRUE,3,33,37,0.96969696969697,0.0746268656716418,0.864864864864865,0.914285714285714,NA,NA,NA,NA,0.00013988509288078,2.10634384213358,0.13525459081304,36.0939482511669,151,-180552.854527751,-179857.473829667,"paperlike_sparse_active",1,1000,100,4
"Separate 2D path/grid BIC",4,NA,103.928975220122,0,NA,0.944170610782986,90727.8001141288,89657.0065808064,TRUE,2,33,37,0.96969696969697,0.0746268656716418,0.864864864864865,0.914285714285714,0.9,0.0194444444444444,0.837209302325581,0.867469879518072,7.25276197436577e-05,1.42366999619597,0.0761118436666049,35.8045856414933,46,-181137.843485424,-180926.005656869,"paperlike_sparse_active",1,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,103.928975220122,0,NA,0.934156976191311,90797.9627874389,NA,TRUE,3,33,37,0.96969696969697,0.0746268656716418,0.864864864864865,0.914285714285714,NA,NA,NA,NA,0.00013988509288078,2.1063438421336,0.13525459081304,36.0939482511669,151,-180552.854527752,-179857.473829667,"paperlike_sparse_active",1,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,2.0455176750762,0.931301897255566,90667.3782295476,90176.1038016716,TRUE,4,33,30,0.909090909090909,0,1,0.952380952380952,NA,NA,NA,NA,0.000320268000512409,9.17043009015547,0.311565753515921,31.9740383933814,193,-180001.559690252,-179112.761844356,"paperlike_sparse_active",1,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,2.0455176750762,0.931737180403769,90761.8341369797,NA,TRUE,3,33,30,0.909090909090909,0,1,0.952380952380952,NA,NA,NA,NA,0.000111726155640659,1.71884507856218,0.0994497866940566,35.9440205599512,123,-180674.014374645,-180107.578441768,"paperlike_sparse_active",1,1000,100,4
"Rossi path BIC",4,133.469649018957,NA,NA,NA,0.918966604323748,90683.1626728972,89467.2789968202,TRUE,2,32,33,0.90625,0.0588235294117647,0.878787878787879,0.892307692307692,0.9,0.0138888888888889,0.878048780487805,0.888888888888889,0.000194715365198269,0.881200070430254,0.159750298316869,35.3455774600649,44,-181062.384113519,-180859.756625336,"paperlike_sparse_active",2,1000,100,4
"Rossi path BIC + refit",4,133.469649018957,NA,NA,NA,0.91613637003813,90799.802616634,NA,TRUE,3,32,33,0.90625,0.0588235294117647,0.878787878787879,0.892307692307692,NA,NA,NA,NA,0.000148188663089503,0.629461601303747,0.121993930946067,35.8212994891879,135,-180667.058270605,-180045.360295497,"paperlike_sparse_active",2,1000,100,4
"Separate 2D path/grid BIC",4,NA,133.469649018957,0,NA,0.918966604323748,90683.1626728972,89467.2789968202,TRUE,2,32,33,0.90625,0.0588235294117647,0.878787878787879,0.892307692307692,0.9,0.0138888888888889,0.878048780487805,0.888888888888889,0.000194715365198269,0.881200070430254,0.159750298316869,35.3455774600649,44,-181062.384113519,-180859.756625336,"paperlike_sparse_active",2,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,133.469649018957,0,NA,0.91613637003813,90799.802616634,NA,TRUE,3,32,33,0.90625,0.0588235294117647,0.878787878787879,0.892307692307692,NA,NA,NA,NA,0.000148188663089503,0.629461601303729,0.121993930946067,35.8212994891879,135,-180667.058270605,-180045.360295497,"paperlike_sparse_active",2,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.74073899474546,0.90807939825621,90736.3883810449,90342.5152068538,TRUE,4,32,31,0.875,0.0441176470588235,0.903225806451613,0.888888888888889,NA,NA,NA,NA,0.000340070318314893,8.35051825533203,0.308950227081588,32.7712473850702,196,-180118.856727409,-179216.243370956,"paperlike_sparse_active",2,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.74073899474546,0.913380513119103,90790.7088812153,NA,TRUE,3,32,31,0.875,0.0441176470588235,0.903225806451613,0.888888888888889,NA,NA,NA,NA,0.000151093029582002,0.655932246442117,0.138525914485491,35.7869834050209,127,-180704.132842,-180119.276228379,"paperlike_sparse_active",2,1000,100,4
"Rossi path BIC",4,118.389346605138,NA,NA,NA,0.863965888373875,89465.6983845866,88426.2395476537,TRUE,2,38,32,0.842105263157895,0,1,0.914285714285714,0.8,0.00555555555555556,0.941176470588235,0.864864864864865,0.000236189604648401,0.44065820332706,0.165716648127389,30.3552313950263,37,-178675.809823851,-178505.418526969,"paperlike_sparse_active",3,1000,100,4
"Rossi path BIC + refit",4,118.389346605138,NA,NA,NA,0.868787532080387,89568.3945431847,NA,TRUE,4,38,32,0.842105263157895,0,1,0.914285714285714,NA,NA,NA,NA,0.000220926508830074,0.779574112995173,0.156261283462336,30.8073107835307,131,-178231.873144823,-177628.595850458,"paperlike_sparse_active",3,1000,100,4
"Separate 2D path/grid BIC",4,NA,118.389346605139,0,NA,0.863965888373875,89465.6983845866,88426.2395476537,TRUE,2,38,32,0.842105263157895,0,1,0.914285714285714,0.8,0.00555555555555556,0.941176470588235,0.864864864864865,0.000236189604648402,0.440658203327054,0.16571664812739,30.3552313950263,37,-178675.809823851,-178505.418526969,"paperlike_sparse_active",3,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,118.389346605139,0,NA,0.868787532080387,89568.3945431848,NA,TRUE,4,38,32,0.842105263157895,0,1,0.914285714285714,NA,NA,NA,NA,0.000220926508830074,0.779574112995185,0.156261283462336,30.8073107835307,131,-178231.873144823,-177628.595850458,"paperlike_sparse_active",3,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.78419061999214,0.866475977284358,89490.3461549347,89150.9008155669,TRUE,3,38,30,0.789473684210526,0,1,0.882352941176471,NA,NA,NA,NA,0.000518951867183926,8.6805521854374,0.397717504203554,27.4348364514568,193,-177647.495541026,-176758.69769513,"paperlike_sparse_active",3,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.78419061999214,0.868830286224381,89558.024994681,NA,TRUE,4,38,30,0.789473684210526,0,1,0.882352941176471,NA,NA,NA,NA,0.000218352826935556,0.681321954802291,0.155791296922275,30.764110588338,123,-178266.396090047,-177699.960157171,"paperlike_sparse_active",3,1000,100,4
"Rossi path BIC",4,144.29163107844,NA,NA,NA,0.906567614591696,89889.1477005956,88497.3125274155,TRUE,2,34,29,0.852941176470588,0,1,0.920634920634921,0.8,0,1,0.888888888888889,0.000137463515569941,0.858926157657915,0.116997782255803,32.2027514706317,35,-179536.523966427,-179375.343009917,"paperlike_sparse_active",4,1000,100,4
"Rossi path BIC + refit",4,144.29163107844,NA,NA,NA,0.900894404543596,89983.8069620032,NA,TRUE,4,34,29,0.852941176470588,0,1,0.920634920634921,NA,NA,NA,NA,0.000130479915778778,1.60334136810503,0.116531021498476,32.6202692009515,119,-179145.591045807,-178597.575793675,"paperlike_sparse_active",4,1000,100,4
"Separate 2D path/grid BIC",4,NA,144.29163107844,0,NA,0.906567614591696,89889.1477005955,88497.3125274155,TRUE,2,34,29,0.852941176470588,0,1,0.920634920634921,0.8,0,1,0.888888888888889,0.000137463515569941,0.858926157657916,0.116997782255803,32.2027514706317,35,-179536.523966427,-179375.343009917,"paperlike_sparse_active",4,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,144.29163107844,0,NA,0.900894404543596,89983.8069620031,NA,TRUE,4,34,29,0.852941176470588,0,1,0.920634920634921,NA,NA,NA,NA,0.000130479915778778,1.60334136810504,0.116531021498476,32.6202692009515,119,-179145.591045807,-178597.575793675,"paperlike_sparse_active",4,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,2.04933552652246,0.903329805836602,89885.8709459369,89458.9137813023,TRUE,4,34,27,0.794117647058823,0,1,0.885245901639344,NA,NA,NA,NA,0.000394496668276323,9.79845917506941,0.345265446194435,28.6535397350058,184,-178500.714920541,-177653.363606319,"paperlike_sparse_active",4,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,2.04933552652246,0.895949005358394,89970.1414201026,NA,TRUE,4,34,27,0.794117647058823,0,1,0.885245901639344,NA,NA,NA,NA,0.000150945167107306,1.54730188198075,0.132052097355703,32.5585502254391,111,-179173.522004238,-178662.348113593,"paperlike_sparse_active",4,1000,100,4
"Rossi path BIC",4,101.940169497526,NA,NA,NA,0.901293151432861,89383.4999272798,88438.7596346199,TRUE,2,35,37,0.942857142857143,0.0615384615384615,0.891891891891892,0.916666666666667,0.925,0.0111111111111111,0.902439024390244,0.91358024691358,0.000187227949187374,0.257088205435847,0.126883877561315,30.0869991779225,44,-178463.058622284,-178260.431134101,"paperlike_sparse_active",5,1000,100,4
"Rossi path BIC + refit",4,101.940169497526,NA,NA,NA,0.908846707680057,89485.0776928471,NA,TRUE,4,35,37,0.942857142857143,0.0615384615384615,0.891891891891892,0.916666666666667,NA,NA,NA,NA,0.000199937007158378,0.115466067623645,0.134008689722253,30.5222980269071,151,-177927.084338568,-177231.703640484,"paperlike_sparse_active",5,1000,100,4
"Separate 2D path/grid BIC",4,NA,101.940169497526,0,NA,0.901293151432861,89383.4999272798,88438.7596346199,TRUE,2,35,37,0.942857142857143,0.0615384615384615,0.891891891891892,0.916666666666667,0.925,0.0111111111111111,0.902439024390244,0.91358024691358,0.000187227949187375,0.257088205435843,0.126883877561316,30.0869991779225,44,-178463.058622284,-178260.431134101,"paperlike_sparse_active",5,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,101.940169497526,0,NA,0.908846707680057,89485.0776928471,NA,TRUE,4,35,37,0.942857142857143,0.0615384615384615,0.891891891891892,0.916666666666667,NA,NA,NA,NA,0.000199937007158379,0.115466067623646,0.134008689722253,30.5222980269071,151,-177927.084338568,-177231.703640484,"paperlike_sparse_active",5,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.74351509016073,0.896197579109172,89384.0781027319,89049.3010104244,TRUE,4,35,34,0.942857142857143,0.0153846153846154,0.970588235294118,0.956521739130435,NA,NA,NA,NA,0.000442876076224119,10.9968027371823,0.357012285068607,27.0794110279216,205,-177352.066373272,-176408.006485145,"paperlike_sparse_active",5,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.74351509016073,0.91131259243212,89471.8332161335,NA,TRUE,4,35,34,0.942857142857143,0.0153846153846154,0.970588235294118,0.956521739130435,NA,NA,NA,NA,0.000167469020806528,0.116207244078444,0.116747288249193,30.4700602405975,139,-177983.488448488,-177343.369792636,"paperlike_sparse_active",5,1000,100,4
"Rossi path BIC",4,106.136537962854,NA,NA,NA,0.89888218920534,89420.5399510378,88419.9323244186,TRUE,2,34,35,0.941176470588235,0.0454545454545455,0.914285714285714,0.927536231884058,0.875,0.0138888888888889,0.875,0.875,0.000136553861139674,0.868586397900083,0.100692899463416,30.2874205087554,43,-178544.046425079,-178346.024107082,"paperlike_sparse_active",6,1000,100,4
"Rossi path BIC + refit",4,106.136537962854,NA,NA,NA,0.886131730460591,89522.318930011,NA,TRUE,4,34,35,0.941176470588235,0.0454545454545455,0.914285714285714,0.927536231884058,NA,NA,NA,NA,0.000207148104338932,0.870613484805935,0.155817511981068,30.7496609878257,143,-178056.828855127,-177398.289518531,"paperlike_sparse_active",6,1000,100,4
"Separate 2D path/grid BIC",4,NA,106.136537962854,0,NA,0.89888218920534,89420.5399510378,88419.9323244186,TRUE,2,34,35,0.941176470588235,0.0454545454545455,0.914285714285714,0.927536231884058,0.875,0.0138888888888889,0.875,0.875,0.000136553861139674,0.868586397900079,0.100692899463417,30.2874205087554,43,-178544.046425079,-178346.024107082,"paperlike_sparse_active",6,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,106.136537962854,0,NA,0.886131730460591,89522.3189300109,NA,TRUE,4,34,35,0.941176470588235,0.0454545454545455,0.914285714285714,0.927536231884058,NA,NA,NA,NA,0.000207148104338932,0.870613484805923,0.155817511981068,30.7496609878257,143,-178056.828855127,-177398.289518531,"paperlike_sparse_active",6,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.64572850073666,0.89641028344011,89447.1777986987,89110.0202194345,TRUE,4,34,34,0.911764705882353,0.0454545454545455,0.911764705882353,0.911764705882353,NA,NA,NA,NA,0.000354325259103127,9.81701674213166,0.282707718880499,27.4306194202355,205,-177478.265765206,-176534.205877078,"paperlike_sparse_active",6,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.64572850073666,0.893625166777449,89516.6633938466,NA,TRUE,4,34,34,0.911764705882353,0.0454545454545455,0.911764705882353,0.911764705882353,NA,NA,NA,NA,0.000225231795100347,0.834823608024948,0.177039405176609,30.7247113419529,139,-178073.148803915,-177433.030148062,"paperlike_sparse_active",6,1000,100,4
"Rossi path BIC",4,100.385076734296,NA,NA,NA,0.869788852468102,89331.5942535663,88350.3620575265,TRUE,2,32,33,0.96875,0.0294117647058824,0.939393939393939,0.953846153846154,0.9,0.0166666666666667,0.857142857142857,0.878048780487805,0.000146689866710844,0.0820296261081798,0.0983889325517056,29.8135042619723,45,-178352.339519578,-178145.106861209,"paperlike_sparse_active",7,1000,100,4
"Rossi path BIC + refit",4,100.385076734296,NA,NA,NA,0.876060238029168,89419.2614555194,NA,TRUE,4,32,33,0.96875,0.0294117647058824,0.939393939393939,0.953846153846154,NA,NA,NA,NA,0.000224907387194256,0.106088748895145,0.143807987432613,30.2244232031345,135,-177905.975948376,-177284.277973268,"paperlike_sparse_active",7,1000,100,4
"Separate 2D path/grid BIC",4,NA,100.385076734296,0,NA,0.869788852468102,89331.5942535663,88350.3620575265,TRUE,2,32,33,0.96875,0.0294117647058824,0.939393939393939,0.953846153846154,0.9,0.0166666666666667,0.857142857142857,0.878048780487805,0.000146689866710844,0.0820296261081837,0.0983889325517056,29.8135042619723,45,-178352.339519578,-178145.106861209,"paperlike_sparse_active",7,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,100.385076734296,0,NA,0.876060238029168,89419.2614555194,NA,TRUE,4,32,33,0.96875,0.0294117647058824,0.939393939393939,0.953846153846154,NA,NA,NA,NA,0.000224907387194256,0.106088748895154,0.143807987432613,30.2244232031345,135,-177905.975948376,-177284.277973268,"paperlike_sparse_active",7,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.61340251438545,0.867350173810014,89351.5640743602,89024.7614489525,TRUE,4,32,34,0.96875,0.0441176470588235,0.911764705882353,0.939393939393939,NA,NA,NA,NA,0.000402449767353012,9.77881858152197,0.287891072779117,26.9733593181358,205,-177287.038316529,-176342.978428401,"paperlike_sparse_active",7,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.61340251438545,0.875882771100742,89424.1626498825,NA,TRUE,4,32,34,0.96875,0.0441176470588235,0.911764705882353,0.939393939393939,NA,NA,NA,NA,0.000238672391614627,0.11848675506641,0.153940244156432,30.2445820510355,139,-177888.147315986,-177248.028660134,"paperlike_sparse_active",7,1000,100,4
"Rossi path BIC",4,123.560017784551,NA,NA,NA,0.894249690761766,89716.9245381568,88437.1545307876,TRUE,2,36,34,0.888888888888889,0.03125,0.941176470588235,0.914285714285714,0.875,0.00555555555555556,0.945945945945946,0.909090909090909,9.39541653373561e-05,0.545870271133344,0.0739906872724688,31.5297943728107,40,-179157.538865154,-178973.332057715,"paperlike_sparse_active",8,1000,100,4
"Rossi path BIC + refit",4,123.560017784551,NA,NA,NA,0.891650980420384,89809.015312832,NA,TRUE,4,36,34,0.888888888888889,0.03125,0.941176470588235,0.914285714285714,NA,NA,NA,NA,0.000181139534543797,1.13748849748061,0.143857008699736,31.9475153855485,139,-178657.852641885,-178017.733986033,"paperlike_sparse_active",8,1000,100,4
"Separate 2D path/grid BIC",4,NA,123.560017784551,0,NA,0.894249690761766,89716.9245381568,88437.1545307876,TRUE,2,36,34,0.888888888888889,0.03125,0.941176470588235,0.914285714285714,0.875,0.00555555555555556,0.945945945945946,0.909090909090909,9.39541653373559e-05,0.545870271133379,0.0739906872724689,31.5297943728107,40,-179157.538865154,-178973.332057715,"paperlike_sparse_active",8,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,123.560017784551,0,NA,0.891650980420384,89809.015312832,NA,TRUE,4,36,34,0.888888888888889,0.03125,0.941176470588235,0.914285714285714,NA,NA,NA,NA,0.000181139534543797,1.13748849748062,0.143857008699736,31.9475153855485,139,-178657.852641885,-178017.733986033,"paperlike_sparse_active",8,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.55857229518222,0.901430949763746,89760.1623290397,89385.646749139,TRUE,3,36,37,0.888888888888889,0.078125,0.864864864864865,0.876712328767123,NA,NA,NA,NA,0.000298377643087044,8.32760214899445,0.228763348192046,28.5813580908459,214,-178042.065028377,-177056.558608576,"paperlike_sparse_active",8,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.55857229518222,0.88938279028649,89822.9029525597,NA,TRUE,4,36,37,0.888888888888889,0.078125,0.864864864864865,0.876712328767123,NA,NA,NA,NA,0.000214975792151164,1.26547384418461,0.180034217411684,32.0166780883018,151,-178602.734857993,-177907.354159909,"paperlike_sparse_active",8,1000,100,4
"Rossi path BIC",4,124.951116223022,NA,NA,NA,0.960684504482751,91308.5265587697,90174.0893110968,TRUE,2,33,31,0.818181818181818,0.0597014925373134,0.870967741935484,0.84375,0.75,0.0222222222222222,0.789473684210526,0.769230769230769,0.000113101119932099,0.170818434172163,0.103440897952434,37.4698631403325,41,-182333.835151101,-182145.023173476,"paperlike_sparse_active",9,1000,100,4
"Rossi path BIC + refit",4,124.951116223022,NA,NA,NA,0.958034516687153,91386.4007021202,NA,TRUE,3,33,31,0.818181818181818,0.0597014925373134,0.870967741935484,0.84375,NA,NA,NA,NA,0.000141765402452386,0.237242556063622,0.164874673517881,37.7897785042801,127,-181895.51648381,-181310.659870189,"paperlike_sparse_active",9,1000,100,4
"Separate 2D path/grid BIC",4,NA,124.951116223022,0,NA,0.960684504482751,91308.5265587698,90174.0893110968,TRUE,2,33,31,0.818181818181818,0.0597014925373134,0.870967741935484,0.84375,0.75,0.0222222222222222,0.789473684210526,0.769230769230769,0.000113101119932099,0.170818434172167,0.103440897952434,37.4698631403325,41,-182333.835151101,-182145.023173476,"paperlike_sparse_active",9,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,124.951116223022,0,NA,0.958034516687153,91386.4007021202,NA,TRUE,3,33,31,0.818181818181818,0.0597014925373134,0.870967741935484,0.84375,NA,NA,NA,NA,0.000141765402452386,0.237242556063624,0.164874673517881,37.7897785042801,127,-181895.51648381,-181310.659870189,"paperlike_sparse_active",9,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.99157677905875,0.958034516687153,91292.5326339947,90839.1803023025,TRUE,3,33,27,0.787878787878788,0.0149253731343284,0.962962962962963,0.866666666666666,NA,NA,NA,NA,0.000264417404723286,11.1573116937436,0.341364669689633,34.3881788724773,184,-181314.038296657,-180466.686982435,"paperlike_sparse_active",9,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.99157677905875,0.960530315348807,91369.3081357469,NA,TRUE,3,33,27,0.787878787878788,0.0149253731343284,0.962962962962963,0.866666666666666,NA,NA,NA,NA,0.000120465641293375,0.251222406762793,0.134727081951092,37.7290544060969,111,-181971.855435527,-181460.681544882,"paperlike_sparse_active",9,1000,100,4
"Rossi path BIC",4,102.338009530868,NA,NA,NA,0.891888718916501,89893.7324407986,88874.4540565017,TRUE,2,34,34,0.911764705882353,0.0454545454545455,0.911764705882353,0.911764705882353,0.85,0.0138888888888889,0.871794871794872,0.860759493670886,0.000132263179254631,0.688347674067834,0.0977304117438855,32.1047344947034,42,-179497.33915988,-179303.922012068,"paperlike_sparse_active",10,1000,100,4
"Rossi path BIC + refit",4,102.338009530868,NA,NA,NA,0.896415566805308,89970.3463904086,NA,TRUE,4,34,34,0.911764705882353,0.0454545454545455,0.911764705882353,0.911764705882353,NA,NA,NA,NA,0.000168872094369662,1.01636623610724,0.130909624365929,32.4503422991457,139,-178980.514797039,-178340.396141186,"paperlike_sparse_active",10,1000,100,4
"Separate 2D path/grid BIC",4,NA,102.338009530868,0,NA,0.891888718916501,89893.7324407986,88874.4540565017,TRUE,2,34,34,0.911764705882353,0.0454545454545455,0.911764705882353,0.911764705882353,0.85,0.0138888888888889,0.871794871794872,0.860759493670886,0.000132263179254631,0.688347674067836,0.0977304117438856,32.1047344947035,42,-179497.33915988,-179303.922012068,"paperlike_sparse_active",10,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,102.338009530868,0,NA,0.896415566805308,89970.3463904087,NA,TRUE,4,34,34,0.911764705882353,0.0454545454545455,0.911764705882353,0.911764705882353,NA,NA,NA,NA,0.000168872094369662,1.0163662361072,0.130909624365929,32.4503422991457,139,-178980.514797039,-178340.396141186,"paperlike_sparse_active",10,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.57675030833809,0.889117654702337,89904.5295798397,89538.4305034187,TRUE,4,34,35,0.911764705882353,0.0606060606060606,0.885714285714286,0.898550724637681,NA,NA,NA,NA,0.000279021345410543,8.63053744456718,0.237262008575231,29.1462950955184,208,-178372.246061651,-177414.370662966,"paperlike_sparse_active",10,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.57675030833809,0.898848354136498,89976.5444913235,NA,TRUE,4,34,35,0.911764705882353,0.0606060606060606,0.885714285714286,0.898550724637681,NA,NA,NA,NA,0.000189919317709447,0.973841754158059,0.150586189142511,32.4854776850401,143,-178965.279977753,-178306.740641156,"paperlike_sparse_active",10,1000,100,4
"Rossi path BIC",4,116.999437029303,NA,NA,NA,0.841335601431257,89503.971620039,88400.9061572004,TRUE,2,36,31,0.833333333333333,0.015625,0.967741935483871,0.895522388059702,0.8,0.00277777777777778,0.96969696969697,0.876712328767123,0.000144971857669091,0.168749507058933,0.0984296250990382,30.4959575888456,36,-178759.264050035,-178593.477923339,"paperlike_sparse_active",11,1000,100,4
"Rossi path BIC + refit",4,116.999437029303,NA,NA,NA,0.836434391055166,89597.1911771912,NA,TRUE,4,36,31,0.833333333333333,0.015625,0.967741935483871,0.895522388059702,NA,NA,NA,NA,0.0001800995288673,0.441854073713658,0.12226281838094,30.9074592125549,127,-178317.097433952,-177732.240820331,"paperlike_sparse_active",11,1000,100,4
"Separate 2D path/grid BIC",4,NA,116.999437029303,0,NA,0.841335601431257,89503.971620039,88400.9061572004,TRUE,2,36,31,0.833333333333333,0.015625,0.967741935483871,0.895522388059702,0.8,0.00277777777777778,0.96969696969697,0.876712328767123,0.000144971857669092,0.16874950705893,0.0984296250990383,30.4959575888456,36,-178759.264050035,-178593.477923339,"paperlike_sparse_active",11,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,116.999437029303,0,NA,0.836434391055166,89597.1911771912,NA,TRUE,4,36,31,0.833333333333333,0.015625,0.967741935483871,0.895522388059702,NA,NA,NA,NA,0.000180099528867301,0.441854073713665,0.12226281838094,30.9074592125549,127,-178317.097433952,-177732.240820331,"paperlike_sparse_active",11,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.77945495904493,0.821567429694705,89520.8798858975,89158.2315936045,TRUE,5,36,31,0.805555555555556,0.03125,0.935483870967742,0.865671641791045,NA,NA,NA,NA,0.000427901166978449,10.0226832796637,0.333254572355054,27.3436542184944,196,-177687.839737115,-176785.226380661,"paperlike_sparse_active",11,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.77945495904493,0.843663415331894,89593.3218257226,NA,TRUE,5,36,31,0.805555555555556,0.03125,0.935483870967742,0.865671641791045,NA,NA,NA,NA,0.000219731278554651,0.401588073012776,0.153988957565998,30.891688371646,127,-178309.358731014,-177724.502117394,"paperlike_sparse_active",11,1000,100,4
"Rossi path BIC",4,111.123159831473,NA,NA,NA,0.895868382757079,89746.7822979501,88709.8640786413,TRUE,2,35,33,0.914285714285714,0.0153846153846154,0.96969696969697,0.941176470588235,0.85,0.00833333333333333,0.918918918918919,0.883116883116883,0.000134963106861744,0.517836335220464,0.100289810833283,31.6156527614427,40,-179217.254384741,-179033.047577301,"paperlike_sparse_active",12,1000,100,4
"Rossi path BIC + refit",4,111.123159831473,NA,NA,NA,0.896009009970175,89829.063039908,NA,TRUE,4,35,33,0.914285714285714,0.0153846153846154,0.96969696969697,0.941176470588235,NA,NA,NA,NA,0.00016651531929935,0.409809870423181,0.124934001415433,31.9710324879402,135,-178725.579117153,-178103.881142045,"paperlike_sparse_active",12,1000,100,4
"Separate 2D path/grid BIC",4,NA,111.123159831473,0,NA,0.895868382757079,89746.7822979501,88709.8640786413,TRUE,2,35,33,0.914285714285714,0.0153846153846154,0.96969696969697,0.941176470588235,0.85,0.00833333333333333,0.918918918918919,0.883116883116883,0.000134963106861744,0.517836335220452,0.100289810833283,31.6156527614427,40,-179217.254384741,-179033.047577301,"paperlike_sparse_active",12,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,111.123159831473,0,NA,0.896009009970175,89829.063039908,NA,TRUE,4,35,33,0.914285714285714,0.0153846153846154,0.96969696969697,0.941176470588235,NA,NA,NA,NA,0.000166515319299349,0.409809870423184,0.124934001415433,31.9710324879402,135,-178725.579117153,-178103.881142045,"paperlike_sparse_active",12,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.75841278747014,0.888349200381677,89740.3281420357,89383.4968495029,TRUE,4,35,32,0.885714285714286,0.0153846153846154,0.96875,0.925373134328358,NA,NA,NA,NA,0.000359435166379543,12.0696233388816,0.354803156627339,28.5632915114108,199,-178106.012983554,-177189.584116542,"paperlike_sparse_active",12,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.75841278747014,0.885987837989133,89820.0328104458,NA,TRUE,4,35,32,0.885714285714286,0.0153846153846154,0.96875,0.925373134328358,NA,NA,NA,NA,0.000167300579266051,0.332010260557594,0.134100570732124,31.9305115768376,131,-178735.149679345,-178131.87238498,"paperlike_sparse_active",12,1000,100,4
"Rossi path BIC",4,122.753474911711,NA,NA,NA,0.934405456545869,90654.8490094431,89417.3455708377,TRUE,2,31,36,0.967741935483871,0.0869565217391304,0.833333333333333,0.895522388059702,0.95,0.0194444444444444,0.844444444444444,0.894117647058824,0.000125637424426276,1.16753843999466,0.129319818270991,35.346777006201,48,-180978.125765495,-180757.077596568,"paperlike_sparse_active",13,1000,100,4
"Rossi path BIC + refit",4,122.753474911711,NA,NA,NA,0.931836490008699,90748.0058553979,NA,TRUE,4,31,36,0.967741935483871,0.0869565217391304,0.833333333333333,0.895522388059702,NA,NA,NA,NA,0.000157913263937065,1.05416935388851,0.159644577945742,35.7363580995153,147,-180480.571684785,-179803.611667445,"paperlike_sparse_active",13,1000,100,4
"Separate 2D path/grid BIC",4,NA,122.753474911711,0,NA,0.934405456545869,90654.8490094431,89417.3455708377,TRUE,2,31,36,0.967741935483871,0.0869565217391304,0.833333333333333,0.895522388059702,0.95,0.0194444444444444,0.844444444444444,0.894117647058824,0.000125637424426276,1.1675384399947,0.129319818270991,35.346777006201,48,-180978.125765495,-180757.077596568,"paperlike_sparse_active",13,1000,100,4
