"method","beta","lambda_eta","lambda_mu","lambda_kappa","ARI","loglik","converged","iter","nnz_fraction","selected_q","TPR","FPR","Precision","F1","mu_contrast_norm","eta_contrast_norm","mu_topq_recall","eta_topq_recall","kappa_low_hat","kappa_high_hat","kappa_ratio_hat","MSE_mu","MSE_kappa","MSE_eta_contrast","df","BIC","EBIC","scenario","rep","n","d","q","mu_cos","kappa_low","kappa_high","true_eta_contrast_norm"
"Eta path BIC",NA,1.67674321713093,NA,NA,0.988023984845646,98284.4268121893,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.347946527846164,77.5072274658422,0.9,1,21.8982937704342,97.7159051560173,4.46226113232382,0.000166335120395866,4.41030424758876,0.26006598154379,112,-195795.185033133,-195279.405972302,"mean_and_concentration",5,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.67674321713093,NA,NA,0.984048002110176,98264.3223630642,TRUE,3,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.32487137736396,82.2355879186585,0.9,1,18.9295703466387,99.9420529165665,5.27967888792115,5.46355274242664e-05,0.574588753636854,0.12643583377956,23,-196369.766354712,-196263.847440434,"mean_and_concentration",5,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",327.735374251546,NA,NA,NA,0.995999999913427,99207.1059553668,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.406191655212662,80.9199541760525,0.9,1,20.524366984273,99.3383543700518,4.84002037413241,0.000195022704598741,0.35636783691255,0.226874889304602,23,-198255.333539317,-198149.414625039,"mean_and_concentration",6,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",327.735374251546,NA,NA,NA,0.995999999913427,99224.5129264514,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.350811585621484,80.3217592828262,0.9,1,20.6738376732985,99.4054536000548,4.80827290853904,5.83148070620457e-05,0.403771315822058,0.156015007692997,25,-198276.331970928,-198161.202716278,"mean_and_concentration",6,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,327.735374251546,0,0.995999999913427,99207.1059553668,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.406191655212662,80.9199541760525,0.9,1,20.524366984273,99.3383543700518,4.84002037413241,0.000195022704598741,0.35636783691255,0.226874889304602,23,-198255.333539317,-198149.414625039,"mean_and_concentration",6,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,327.735374251546,0,0.995999999913427,99224.5129264514,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.350811585621484,80.3217592828262,0.9,1,20.6738376732985,99.4054536000548,4.80827290853904,5.83148070620457e-05,0.403771315822058,0.156015007692997,25,-198276.331970928,-198161.202716278,"mean_and_concentration",6,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.71287204854729,NA,NA,0.995999999913427,99240.8907841993,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.366632585768083,75.4389561154184,0.9,1,23.6636005505704,97.0284646124462,4.10032549379336,0.000150545118478072,11.125995776812,0.51718600048651,112,-197708.112977153,-197192.333916322,"mean_and_concentration",6,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.71287204854729,NA,NA,0.995999999913427,99219.2021229203,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.350761061341241,80.296075918563,0.9,1,20.6686026580004,99.3753717877487,4.80803532933961,5.3947060403862e-05,0.418594958912758,0.141209651058028,23,-198279.525874424,-198173.606960146,"mean_and_concentration",6,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",319.700466101748,NA,NA,NA,0.995999996912225,98843.6378352914,TRUE,2,0.18,18,1,0.0888888888888889,0.555555555555556,0.714285714285714,0.299863114632236,81.8931154338888,1,1,19.7902304434227,100.583145228926,5.08246457849382,0.00010581617649713,0.192030812442723,0.214224055707532,29,-197486.950767492,-197353.400832099,"mean_and_concentration",7,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",319.700466101748,NA,NA,NA,0.992008002140254,98864.971247119,TRUE,2,0.18,18,1,0.0888888888888889,0.555555555555556,0.714285714285714,0.306586059678289,81.9907318268956,1,1,19.865681669535,100.701580643036,5.06912283797779,3.96258271375717e-05,0.255128406291167,0.266535731368367,37,-197474.355548916,-197303.964252034,"mean_and_concentration",7,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,319.700466101748,0,0.995999996912225,98843.6378352914,TRUE,2,0.18,18,1,0.0888888888888889,0.555555555555556,0.714285714285714,0.299863114632236,81.8931154338888,1,1,19.7902304434227,100.583145228926,5.08246457849382,0.00010581617649713,0.192030812442723,0.214224055707532,29,-197486.950767492,-197353.400832099,"mean_and_concentration",7,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,319.700466101748,0,0.992008002140254,98864.971247119,TRUE,2,0.18,18,1,0.0888888888888889,0.555555555555556,0.714285714285714,0.306586059678289,81.9907318268956,1,1,19.865681669535,100.701580643036,5.06912283797779,3.96258271375717e-05,0.255128406291167,0.266535731368367,37,-197474.355548916,-197303.964252034,"mean_and_concentration",7,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.11832047742162,NA,NA,0.992008002140254,98879.7392250989,TRUE,3,0.21,21,1,0.122222222222222,0.476190476190476,0.645161290322581,0.329023715396861,78.770630968713,0.9,1,21.9196885453191,99.1819585638118,4.52478867839533,0.000146208181677428,2.17719795117511,0.211554230566659,122,-196916.732306162,-196354.901543471,"mean_and_concentration",7,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.11832047742162,NA,NA,0.992008002140254,98869.6660636627,TRUE,3,0.21,21,1,0.122222222222222,0.476190476190476,0.645161290322581,0.315833281185996,82.047056938053,0.8,1,19.9042590653329,100.723420938189,5.06039539616012,5.61455186830255e-05,0.266252090190687,0.343845853264523,43,-197442.298650329,-197244.276332332,"mean_and_concentration",7,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",327.833669407455,NA,NA,NA,0.992008002831505,98870.011393015,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.311196938320564,79.0601061083197,1,1,20.2488855634833,98.0830813910814,4.84387553495605,0.000157088277290145,1.8682604884645,0.103587256718444,26,-197560.421148776,-197440.686723941,"mean_and_concentration",8,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",327.833669407455,NA,NA,NA,0.995999997602502,98891.3651791613,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.299528206069612,78.930554688328,0.9,1,20.3671337800457,98.1532436865431,4.81919767143213,5.26718167189784e-05,1.77264804687183,0.127682201559578,31,-197568.589944674,-197425.829668908,"mean_and_concentration",8,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,327.833669407455,0,0.992008002831505,98870.011393015,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.311196938320564,79.0601061083197,1,1,20.2488855634833,98.0830813910814,4.84387553495605,0.000157088277290145,1.8682604884645,0.103587256718444,26,-197560.421148776,-197440.686723941,"mean_and_concentration",8,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,327.833669407455,0,0.995999997602502,98891.3651791613,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.299528206069612,78.930554688328,0.9,1,20.3671337800457,98.1532436865431,4.81919767143213,5.26718167189784e-05,1.77264804687183,0.127682201559578,31,-197568.589944674,-197425.829668908,"mean_and_concentration",8,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.70536040023213,NA,NA,0.992008002831505,98898.5288754962,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.325985755997783,74.0426636256297,0.9,1,23.3650666514039,95.7839271923528,4.09945020150831,0.000147025687768556,14.5494717438865,0.57155897674549,112,-197023.389159746,-196507.610098916,"mean_and_concentration",8,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.70536040023213,NA,NA,0.992008002831505,98879.2866581467,TRUE,3,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.306214198387532,78.8708087454566,0.9,1,20.3955533552373,98.0682992738642,4.80831765462651,5.73505265372384e-05,1.94396507609652,0.112623766902838,23,-197599.694944877,-197493.776030599,"mean_and_concentration",8,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",329.312068738476,NA,NA,NA,0.988024020308834,98750.1456806642,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.336276217317156,81.6403423816701,1,1,20.0318559257092,100.269081391287,5.00548135745128,0.000125018817799293,0.0367097975699803,0.13405659396169,31,-197286.15094768,-197143.390671914,"mean_and_concentration",9,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",329.312068738476,NA,NA,NA,0.992008005125127,98780.8213826701,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.317493793748283,81.5336114655614,0.9,1,20.1617349127859,100.433854058618,4.98140931289234,5.85140810450813e-05,0.107193763096652,0.222506236904539,41,-197278.424798902,-197089.612821276,"mean_and_concentration",9,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,329.312068738476,0,0.988024020308834,98750.1456806642,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.336276217317156,81.6403423816701,1,1,20.0318559257092,100.269081391287,5.00548135745128,0.000125018817799293,0.0367097975699803,0.13405659396169,31,-197286.15094768,-197143.390671914,"mean_and_concentration",9,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,329.312068738476,0,0.992008005125127,98780.8213826701,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.317493793748283,81.5336114655614,0.9,1,20.1617349127859,100.433854058618,4.98140931289234,5.85140810450813e-05,0.107193763096652,0.222506236904539,41,-197278.424798902,-197089.612821276,"mean_and_concentration",9,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.70743126514586,NA,NA,0.988024020308834,98780.098902932,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.338532337718067,76.5749648826826,0.9,1,23.1843287075536,98.0390776755082,4.22867873002364,0.000167127197539941,6.99258284022012,0.280013815126995,112,-196786.529214618,-196270.750153787,"mean_and_concentration",9,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.70743126514586,NA,NA,0.988024020308834,98755.406390144,TRUE,3,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.312585831758469,81.351484904474,0.9,1,20.1214451338195,100.252347543469,4.9823631889624,3.56455024435938e-05,0.0392141016115743,0.0834499265539613,23,-197351.934408871,-197246.015494594,"mean_and_concentration",9,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",303.016360162066,NA,NA,NA,0.988024015988843,98723.1644116702,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.376926790535556,80.7249275893092,1,1,20.2526337173992,99.1899995840741,4.8976345974627,7.58469292816978e-05,0.359962234483543,0.1625448458079,26,-197266.727186087,-197146.992761251,"mean_and_concentration",10,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",303.016360162066,NA,NA,NA,0.992008002907998,98738.3567075859,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.344037757134121,80.4519398287403,0.9,1,20.3250151522379,99.2786663705654,4.88455558959986,3.8581270040039e-05,0.31297852706874,0.156981589451769,31,-197262.573001523,-197119.812725758,"mean_and_concentration",10,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,324.774919982903,0,0.988024015988843,98720.8631869777,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.38230607696522,80.7748117687402,1,1,20.2396169327083,99.1774743343894,4.90016558436505,8.67376733534808e-05,0.366982372514337,0.175213521452146,24,-197275.94024726,-197165.416162796,"mean_and_concentration",10,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,324.774919982903,0,0.988024015988843,98734.9434652189,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.343394444244688,80.4184988634615,0.9,1,20.3217629517587,99.247702968686,4.88381363390014,3.70840668070028e-05,0.334741110224185,0.130682136741781,27,-197283.377537905,-197159.037942884,"mean_and_concentration",10,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.54783586068315,NA,NA,0.988024015988843,98759.912656638,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.362893874718258,76.0279746889696,0.9,1,23.09092569867,97.1505560171473,4.20730451801432,0.000151657660511121,8.83657634305708,0.413768092855955,113,-196739.248966751,-196218.864735734,"mean_and_concentration",10,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.54783586068315,NA,NA,0.992008002907998,98732.0644943594,TRUE,3,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.346120308829715,80.4212470891809,0.8,1,20.3286728075923,99.2331001119944,4.8814352540975,3.83122767171624e-05,0.348080626336819,0.147013893372777,25,-197291.435106744,-197176.305852095,"mean_and_concentration",10,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",335.650581477836,NA,NA,NA,0.995999996912225,98841.9198573741,TRUE,2,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.415762166245678,83.559894173073,1,1,19.2927174864607,100.815991824343,5.2255983064643,0.000181748286515452,0.583045605676545,0.308132057097259,28,-197490.422566937,-197361.477801729,"mean_and_concentration",11,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",335.650581477836,NA,NA,NA,0.995999996912225,98868.9929479887,TRUE,2,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.347583960731879,82.9578982334063,0.9,1,19.453606659468,100.968686281071,5.19022966016073,5.11507083693026e-05,0.618449396856592,0.299328203687044,35,-197496.214461213,-197335.033504703,"mean_and_concentration",11,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,335.650581477836,0,0.995999996912225,98841.9198573741,TRUE,2,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.415762166245678,83.559894173073,1,1,19.2927174864607,100.815991824343,5.2255983064643,0.000181748286515452,0.583045605676545,0.308132057097259,28,-197490.422566937,-197361.477801729,"mean_and_concentration",11,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,335.650581477836,0,0.995999996912225,98868.9929479887,TRUE,2,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.347583960731879,82.9578982334063,0.9,1,19.453606659468,100.968686281071,5.19022966016073,5.11507083693026e-05,0.618449396856592,0.299328203687044,35,-197496.214461213,-197335.033504703,"mean_and_concentration",11,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.76906952307717,NA,NA,0.992008002213415,98864.9898802921,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.364195716158899,77.8153705623961,0.9,1,22.559405323481,98.4581592661905,4.36439515379026,0.000159308093039154,4.4639142291485,0.246042687784041,112,-196956.311169338,-196440.532108508,"mean_and_concentration",11,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.76906952307717,NA,NA,0.995999996912225,98848.7936893924,TRUE,3,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.343786937473258,82.7937882669718,0.9,1,19.4313349146998,100.814883839606,5.1882634045559,3.7415005952771e-05,0.493707825645393,0.166138336036993,23,-197538.709007368,-197432.790093091,"mean_and_concentration",11,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",363.929504782554,NA,NA,NA,1,99096.3985476247,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.259420359908403,81.6150568848865,1,1,19.9582176986654,100.740064818708,5.04754814982526,0.00021874786250798,0.274720848297348,0.188988492629847,22,-198040.826479112,-197939.51273502,"mean_and_concentration",12,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",363.929504782554,NA,NA,NA,1,99115.6361423162,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.271552855176119,81.5599719104142,0.9,1,20.1209658415976,100.759223562804,5.00767330733682,3.72914921688098e-05,0.295526576575342,0.0793057762838681,23,-198072.393913216,-197966.474998938,"mean_and_concentration",12,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,363.929504782554,0,1,99096.3985476247,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.259420359908403,81.6150568848865,1,1,19.9582176986654,100.740064818708,5.04754814982526,0.00021874786250798,0.274720848297348,0.188988492629847,22,-198040.826479112,-197939.51273502,"mean_and_concentration",12,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,363.929504782554,0,1,99115.6361423162,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.271552855176119,81.5599719104142,0.9,1,20.1209658415976,100.759223562804,5.00767330733682,3.72914921688098e-05,0.295526576575342,0.0793057762838681,23,-198072.393913216,-197966.474998938,"mean_and_concentration",12,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.68863323255103,NA,NA,1,99123.3918691555,TRUE,2,0.1,10,1,0,1,1,0.298241789812392,76.7223373547344,0.7,1,23.0160950166292,98.4139735209172,4.27587622704081,0.000112117354628755,5.80615457084352,0.260991112720446,111,-197480.022902344,-196968.849011699,"mean_and_concentration",12,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.68863323255103,NA,NA,1,99113.2898023602,TRUE,2,0.1,10,1,0,1,1,0.271488932562609,81.5438065493247,1,1,20.1215207979414,100.743979450342,5.0067775921117,3.64420891097187e-05,0.284136363431921,0.0665730780700403,21,-198081.516743862,-197984.808169956,"mean_and_concentration",12,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",375.491942202707,NA,NA,NA,1,99166.2141007945,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.368469043290524,82.5511990480594,1,1,19.7230007795029,100.625701014061,5.1019468152451,6.74791550655474e-05,0.234115163576712,0.0908065181771321,23,-198173.549830172,-198067.630915895,"mean_and_concentration",13,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",375.491942202707,NA,NA,NA,1,99178.3491389686,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.322447739658854,82.1565626704504,0.9,1,19.7876827577719,100.673879315952,5.08770433346525,1.61593474547075e-05,0.249595971907523,0.109285357384245,25,-198184.004395963,-198068.875141313,"mean_and_concentration",13,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,375.491942202707,0,1,99166.2141007945,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.368469043290524,82.5511990480594,1,1,19.7230007795029,100.625701014061,5.1019468152451,6.74791550655474e-05,0.234115163576712,0.0908065181771321,23,-198173.549830172,-198067.630915895,"mean_and_concentration",13,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,375.491942202707,0,1,99178.3491389686,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.322447739658854,82.1565626704504,0.9,1,19.7876827577719,100.673879315952,5.08770433346525,1.61593474547075e-05,0.249595971907523,0.109285357384245,25,-198184.004395963,-198068.875141313,"mean_and_concentration",13,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.36265654095587,NA,NA,1,99205.0350888343,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.344644500829055,78.2883729513231,0.9,1,22.2480309813913,98.8499034543567,4.44308548190339,0.000136393970215525,3.18818267879797,0.135902664579072,114,-197622.586075865,-197097.596674662,"mean_and_concentration",13,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.36265654095587,NA,NA,1,99181.7875086587,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.329000913312971,82.1947411511451,0.9,1,19.8200747530787,100.690089728294,5.0802073646394,2.94885875413271e-05,0.254298463788299,0.160298906654899,27,-198177.065624785,-198052.726029763,"mean_and_concentration",13,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",305.90240160751,NA,NA,NA,1,99038.8160449651,TRUE,2,0.16,16,1,0.0666666666666667,0.625,0.769230769230769,0.324672992342735,82.9803952414694,0.9,1,19.878878041429,101.56678713314,5.10928166677555,6.94166948207811e-05,1.2347462247107,0.101992540756204,27,-197891.122697398,-197766.783102376,"mean_and_concentration",14,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",305.90240160751,NA,NA,NA,1,99056.8022989972,TRUE,2,0.16,16,1,0.0666666666666667,0.625,0.769230769230769,0.322644856240923,82.9582033961901,0.8,1,19.9637643601476,101.63894555687,5.09117137045385,4.70037107172807e-05,1.34372777999041,0.240845221788213,33,-197885.648673788,-197733.67805765,"mean_and_concentration",14,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,305.90240160751,0,1,99038.8160449651,TRUE,2,0.16,16,1,0.0666666666666667,0.625,0.769230769230769,0.324672992342735,82.9803952414694,0.9,1,19.878878041429,101.56678713314,5.10928166677555,6.94166948207811e-05,1.2347462247107,0.101992540756204,27,-197891.122697398,-197766.783102376,"mean_and_concentration",14,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,305.90240160751,0,1,99056.8022989972,TRUE,2,0.16,16,1,0.0666666666666667,0.625,0.769230769230769,0.322644856240923,82.9582033961901,0.8,1,19.9637643601476,101.63894555687,5.09117137045385,4.70037107172807e-05,1.34372777999041,0.240845221788213,33,-197885.648673788,-197733.67805765,"mean_and_concentration",14,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.36919589536613,NA,NA,1,99076.2559923161,TRUE,2,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.338696797686903,78.9554746646646,0.8,1,22.4203956143885,99.7343878120333,4.44837769713696,0.000151473942379052,2.9644323822738,0.10687125440765,118,-197337.396861712,-196793.986779766,"mean_and_concentration",14,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.36919589536613,NA,NA,1,99059.9460911625,TRUE,3,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.327383890527736,82.9777441342625,0.7,1,19.9916651543856,101.646469199223,5.08444236206731,5.98176884014822e-05,1.35546514682108,0.269261418984381,35,-197878.120747561,-197716.939791051,"mean_and_concentration",14,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",335.157953015542,NA,NA,NA,0.995999986914343,98415.916401207,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.307409634432759,83.0365181042106,0.8,1,19.1380756187049,101.066570409008,5.2809160347464,7.16581222936971e-05,0.940243038221017,0.183968120152713,23,-196672.954430997,-196567.03551672,"mean_and_concentration",15,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",335.157953015542,NA,NA,NA,0.995999986914343,98426.2009479787,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.303024981763733,82.9949570148616,0.9,1,19.1856840570477,101.100597620912,5.26958524493023,2.08309891072969e-05,0.937212789051213,0.181957890711951,25,-196679.708013983,-196564.578759333,"mean_and_concentration",15,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,335.157953015542,0,0.995999986914343,98415.916401207,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.307409634432759,83.0365181042106,0.8,1,19.1380756187049,101.066570409008,5.2809160347464,7.16581222936971e-05,0.940243038221017,0.183968120152713,23,-196672.954430997,-196567.03551672,"mean_and_concentration",15,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,335.157953015542,0,0.995999986914343,98426.2009479787,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.303024981763733,82.9949570148616,0.9,1,19.1856840570477,101.100597620912,5.26958524493023,2.08309891072969e-05,0.937212789051213,0.181957890711951,25,-196679.708013983,-196564.578759333,"mean_and_concentration",15,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.32758350001987,NA,NA,0.995999986914343,98451.5268136679,TRUE,2,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.330105380080871,79.2291491760427,0.8,1,21.6055566738867,99.3446472459662,4.59810634576418,0.00014613569215664,1.50364973264091,0.130922104346793,118,-196087.938504416,-195544.528422469,"mean_and_concentration",15,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC + refit",NA,1.32758350001987,NA,NA,0.995999986914343,98436.6461450318,TRUE,3,0.17,17,1,0.0777777777777778,0.588235294117647,0.740740740740741,0.32108405749878,83.0822351281266,0.7,1,19.2808512813135,101.144197915352,5.24583673405429,6.33435178876032e-05,0.91318187454228,0.296440243994496,35,-196631.520855299,-196470.33989879,"mean_and_concentration",15,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC",400.380142881618,NA,NA,NA,0.995999999123111,98661.3900358731,TRUE,2,0.1,10,1,0,1,1,0.40970141502254,82.584007928258,1,1,19.5721134492974,100.139670869949,5.11644647520394,0.000147443061733464,0.101297426092282,0.153656104215039,21,-197177.717210888,-197081.008636982,"mean_and_concentration",16,1000,100,10,0.95,20,100,81.2403840463596
"Rossi path BIC + refit",400.380142881618,NA,NA,NA,0.995999999123111,98676.3874387152,TRUE,2,0.1,10,1,0,1,1,0.332176869331706,81.820107381351,1,1,19.7193424398843,100.196153024868,5.08111025153715,1.80875481766972e-05,0.0586223376074472,0.0446283140593425,21,-197207.712016572,-197111.003442666,"mean_and_concentration",16,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC",NA,NA,400.380142881618,0,0.995999999123111,98661.3900358731,TRUE,2,0.1,10,1,0,1,1,0.40970141502254,82.584007928258,1,1,19.5721134492974,100.139670869949,5.11644647520394,0.000147443061733464,0.101297426092282,0.153656104215039,21,-197177.717210888,-197081.008636982,"mean_and_concentration",16,1000,100,10,0.95,20,100,81.2403840463596
"Separate 2D path/grid BIC + refit",NA,NA,400.380142881618,0,0.995999999123111,98676.3874387152,TRUE,2,0.1,10,1,0,1,1,0.332176869331706,81.820107381351,1,1,19.7193424398843,100.196153024868,5.08111025153715,1.80875481766972e-05,0.0586223376074472,0.0446283140593425,21,-197207.712016572,-197111.003442666,"mean_and_concentration",16,1000,100,10,0.95,20,100,81.2403840463596
"Eta path BIC",NA,1.50576522548161,NA,NA,0.995999999123111,98700.5368465424,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.354045592641538,77.5937956010125,0.7,1,22.3992872017248,98.1956719016694,4.38387485357607,0.000132119620200848,4.50608948139273,0.194453526800725,112,-196627.405101839,-196111.626041008,"mean_and_concentration",16,1000,100,10,0.95,20,100,81.2403840463596
